titulo;provincia;fecha_publicacion;descripcion;provinciaalternativa;fuentecontenido;idlocalidad;localidad;latitud;longitud;codigo_localidad;identificador;actualizacionmetadatos;enlace_al_contenido;posicion
PELUQUEROS UNISEX;Burgos;2023-10-17;<p>SE NECESITA PELUQUER@/DEPENDIENTA PARA SERVICIO DE PELUQUERÍA EN LOCAL Y HABITACIONES DEL HOSPITAL, TAMBIÉN PARA ACONSEJAR AL ELEGIR UNA PELUCA PARA PACIENTES ONCOLÓGICOS, CUIDADOS Y MANTENIMIENTO DE LAS MISMAS Y AYUDAR A PREVENIR EFECTOS SECUNDARIOS PRODUCIDOS POR EL TRATAMIENTO. SE REQUIERE TENER CONOCIMIENTO SOBRE PRÓTESIS CAPILARES Y CICLO FORMATIVO DE GRADO MEDIO DE PELUQUERÍA. OFRECEN CONTRATO TEMPORAL, JORNADA DE LUNES A VIERNES EN HORARIO DE 10 A 15 HORAS. SI ESTA INTERESAD@ ENVIE MAIL A ecylcalzadas@jcyl.es (INTERESAD@ OFERTA PELUQER@/DEPENDIENTE_19636) INDICANDO SU NOMBRE, APELLIDOS Y NÚMERO DNI/NIE. MUCHAS GRACIAS.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320554'>Oficina Virtual</a></p>;;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285324379286;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324379286/Empleo;42.340823556560686, -3.702058690830001
TRACTORISTAS-MANIPULADORES AGRÍCOLAS;Palencia;2023-10-17;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320506'>Oficina Virtual</a></p>;;ECYL;1179298116853;Saldaña;42.518005;-4.7419825;34;1285324262796;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324262796/Empleo;42.518004999060174, -4.741982499999999
AUXILIARES DE ENFERMERÍA;Zamora;2023-10-17;"<p>Oferta Nº 19563 de AUXILIAR DE CLINICA en VILLALCAMPO (ZAMORA).
Para participar en la selección debe enviar el Curriculum Vitae al correo electrónico ecyldoctorfleming.ofertas@jcyl.es indicando en el asunto el número de oferta.
Contrato INDFINIDO, jornada COMPLETA.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320481'>Oficina Virtual</a></p>";;ECYL;1179469483164;Villalcampo;41.52211;-6.045514;49;1285324214018;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324214018/Empleo;41.52210999906351, -6.045513999999999
ENFERMEROS DE CUIDADOS GENERALES;Zamora;2023-10-17;"<p>Oferta Nº 19568 de ENFERMERO/A para MORALEJA DEL VINO (Zamora) 
Interesados enviar el Curriculum Vitae al correo electrónico ecyldoctorfleming.ofertas@jcyl.es indicando en el asunto el número de oferta.
Contrato INDEFINIDO, jornada completa 
Requisitos: Diplomado/Grado en Enfermeria. 
Funciones: Las propias de su categoría en residencia geriátrica</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320486'>Oficina Virtual</a></p>";;ECYL;1179469398387;Moraleja del Vino;41.46505;-5.654337;49;1285324213795;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324213795/Empleo;41.46504999906374, -5.654337000000001
PEONES AGRÍCOLAS, EN GENERAL;Valladolid;2023-10-17;"<p>Se necesita 1 Peón Agricola para Finca Cartago de Abajo en la localidad de Castronuño (Valladolid).
Funciones: jardín y limpieza de naves.
Imprescindible conocimienbto y manejo motosierra, cortahilos, sopladora y riego automático.
Poseer carnet de conducir.
Contrato Indefinido.
Interesados llamar a la Oficina de Empleo de Tordesilas o inscribirse en la Oficina Virtual.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320467'>Oficina Virtual</a></p>";;ECYL;1179469245842;Castronuño;41.387337;-5.263845;47;1285324186264;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324186264/Empleo;41.38733699906406, -5.263844999999999
Profesor de música para el Ayto de Villafranca del Bierzo (León);León;2023-10-17;"<p><strong>Convoca:</strong> Ayuntamiento de Villafranca del Bierzo<br /><br /><strong>Cuerpo</strong>: PROFESOR MÚSICA (VIOLONCHELO)</p>
<p><strong>Plazas:</strong> 1</p>
<p><strong>Acceso:</strong> Concurso</p>
<p><strong>Titulación:</strong> Título de la especialidad de violonchelo<br /><br /><strong>Plazo</strong> :30 de octubre de 2023</p>
<p><br /><strong>Observaciones: </strong>Contrato para el curso 2023/2024</p><p><strong>Información obtenida de: </strong>Empleo público. BOP de León 16/10/2023</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://servicios3.jcyl.es/enbo/siau/contenido/SWFaMWM4MW45VnVja1hqTmdiTDRReFA1L0tGSlJEdWQ0RFAwVXhBUG4wMD0%3D' target='_blank'>Pincha aquí para ver la convocatoria</a></li></ul></p>";;Organismo oficial;1179298012175;Villafranca del Bierzo;42.608395;-6.808554;24;1285324169505;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324169505/Empleo;42.60839499905993, -6.808554000000001
2 y bolsa de Técnico/a proyectista para el Ayto de Burgos. Aguas de Burgos (Burgos);Burgos;2023-10-16;"<p><strong>Convoca: </strong>Ayuntamiento de Burgos. Aguas de Burgos</p>
<p><strong>Cuerpo:</strong> TÉCNICO/A PROYECTISTA</p>
<p><strong>Plazas</strong>: 2 y bolsa de empleo</p>
<p><strong>Acceso:</strong> Concurso- oposición<br /><br /><strong>Plazo:</strong> 14 de noviembre de 2023</p>
<p><strong>Observaciones:</strong> Titulación o conocimientos adquiridos en el desempeño de su profesión equivalentes a estudios universitarios de grado medio de: &minus; Ingeniería de Obras Públicas. &minus; Ingeniería Civil. &minus; Ingeniería Industrial. Junto a lo anterior se establece como requisito indispensable la obligación de estar colegiado como ejerciente al momento de la formalización del contrato; colegiación que se mantendrá a lo largo de la vigencia del contrato</p>
<p> </p><p><strong>Información obtenida de: </strong>Empleo público. BOP de Burgos 16/10/23</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='http://bopbur.diputaciondeburgos.es/sites/default/files/private/publicado/bopbur-2023-194/bopbur-2023-194-anuncio-202305202.pdf' target='_blank'>Pincha aquí para ver la convocatoria</a></li></ul></p>";;Organismo oficial;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285323977979;2023-10-16;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285323977979/Empleo;42.340823556560686, -3.702058690830001
FORMADORES DE FORMACIÓN NO REGLADA;Burgos;2023-10-16;"<p>SE NECESITAN 2 DOCENTES PARA IMPARTICIÓN DEL CERTIFICADO DE PROFESIONALIDAD TMVI0208_CONDUCCIÓN DE VEHÍCULOS PESADOS DE TRANSPORTES DE MERCANCÍAS POR CARRETERA. CUROS DE 390 HORAS;JORNADA DE MAÑANA (8,30-14,30) 22 euros/HORA BRUTOS. SE REQUIERE ESTAR EN POSESIÓN DE TITULO TÉCNICO GRADO SUPERIOR EN GESTIÓN DE EMPRESAS DE TRANSPORTE ESPECIALIZADO EN LOGÍSTICA Y TRANSPORTE POR CARRETERA/CERTIFICADO PROFESIONALIDAD DE ORGANIZACIÓN DEL TRANSPORTE DE VIAJEROS O MERCANCÍAS,ESPEC.EN LOGÍSTICA Y TRANSPORTE POR CARRETERA+CAP/MÁSTER PROFESORADO ESO/CERTIFICADO PROFESIONALIDAD DOCENCIA DE FORMACION PROFESIONAL PARA EL EMPLEO. SI ESTA INTERESAD@ENVIE MAIL A ecylcalzadas@jcyl.es (INTERESAD@ OFERTA PROFESOR C.P. TMVI_19515)INDICANDO SU NOMBRE,APELLIDOS Y NÚMERO DNI/NIE.SOLO SE ATENDERÁN LAS CANDIDATURAS DE LAS PERSONAS INSCRITAS EN UNA OFICINA DE EMPLEO Y QUE REUNAN EL PERFIL.MUCHAS GRACIAS.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320433'>Oficina Virtual</a></p>";;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285323952894;2023-10-16;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285323952894/Empleo;42.340823556560686, -3.702058690830001
ELECTROMECÁNICOS DE MANTENIMIENTO INDUSTRIAL (MANTENIMIENTO Y REPARACIÓN GENERAL);León;2023-10-16;<p>Oferta nº 19501 de Electromecánico para empresa de León.Contrato indefinido, jornada completa.Se requiere formación profesional rama electricidad o mecánica. Interesados/as llamar a la Oficina de Empleo la Serna tfn:987215200.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320419'>Oficina Virtual</a></p>;;ECYL;1179297860755;León;42.59873;-5.5670958;24;1285323928544;2023-10-16;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285323928544/Empleo;42.59872999905995, -5.5670958
CONDUCTORES-OPERADORES DE GRÚA MÓVIL;Zamora;2023-10-13;"<p>Se necesita CONDUCTOR/CHOFER para Benavente (Zamora).
Contrato indefinido a jornada completa.
Requisitos:
CAP y permiso de conducir C ó C1.
Interesados llamar a tlf.: 980635292</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320358'>Oficina Virtual</a></p>";;ECYL;1179469338450;Benavente;42.002884;-5.678469;49;1285323437762;2023-10-13;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285323437762/Empleo;42.002883999061766, -5.678469000000001
CONDUCTORES-OPERADORES DE PALA CARGADORA (MOVIMIENTO DE TIERRAS);Burgos;2023-10-11;"<p>PUESTO SOLICITADO: Maquinista de pala cargadora.
LOCALIDAD: Rubena (Burgos).
REQUISITOS: 
- Experiencia.
- Curso de PRL.
- Permiso de conducir B.
SE OFRECE: Contrato indefinido a jornada completa.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320268'>Oficina Virtual</a></p>";;ECYL;1179297612220;Rubena;42.3873028314;-3.5737403443;09;1285322816438;2023-10-11;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285322816438/Empleo;42.38730283046054, -3.5737403443000004
INSTALADORES ELECTRICISTAS, EN GENERAL;Burgos;2023-10-10;"<p>PUESTO SOLICITADO: Electricista (oficial).
LOCALIDAD: Burgos.
REQUISITOS:
. Concocimientos y experiencia acreditada en instalaciones electricas, mantenimeinto y reparación de maquinaria.
SE OFRECE: 
. Contrato 6 meses, jornada completa</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320240'>Oficina Virtual</a></p>";;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285322565537;2023-10-10;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285322565537/Empleo;42.340823556560686, -3.702058690830001
CUIDADORES DE PERSONAS CON DISCAPACIDAD Y/O DEPENDENCIA, EN INSTITUCIONES;Zamora;2023-10-09;"<p>Oferta Nº 19253 de TÉCNICO DE ATENCIÓN SOCIOSANITARIA, para RABANALES (Zamora).
Contrato TEMPORAL, jornada COMPLETA. 
Interesados enviar su Curriculum Vitae al correo electrónico ecyldoctorfleming.ofertas@jcyl.es indicando en el asunto el número de oferta. 
Funciones establecidas en convenio.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320171'>Oficina Virtual</a></p>";;ECYL;1179469423040;Rabanales;41.74163;-6.276766;49;1285322185579;2023-10-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285322185579/Empleo;41.74162999906268, -6.276766000000001
CONDUCTORES DE CAMIÓN, EN GENERAL;Zamora;2023-10-06;"<p>Oferta Nº 19097 de CONDUCTOR DE CAMIÓN para ZAMORA, con experiencia mínima de 48 meses. 
Interesados enviar el Curriculum Vitae al correo electrónico ecyldoctorfleming.ofertas@jcyl.es indicando en el asunto el número de oferta.
Contrato TEMPORAL, jornada COMPLETA. 
Funciones: Conducir camión con grúa de carga y descarga, para realizar transportes de almacén, con carga y descarga del vehículo a través de la grúa incorporada en el camión. 
Requisitos: Carnet de conducir C-2 con capacitación para el uso de pluma de carga y descarga incorporada en el camión.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320015'>Oficina Virtual</a></p>";;ECYL;1179469491795;Zamora;41.507324;-5.745313;49;1285321656808;2023-10-06;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285321656808/Empleo;41.507323999063566, -5.745313000000001
MECÁNICOS REPARADORES DE MAQUINARIA AGRÍCOLA, EN GENERAL;Burgos;2023-10-05;<p>SE PRECISA MECANICO AJUSTADOR DE MAQUINARIA AGRÍCOLA Y DE JARDIN PARA EMPRESA DE JARDINERÍA EN BURGOS, PARA LABORES DE MANTENIMIENTO Y REPARACIÓN DE PEQUEÑA MAQUINARIA DE JARDÍN. CONTRATO LABORAL DE DURACIÓN INDEFINIDA A JORNADA COMPLETA. NECESARIO PERMISO DE CONDUCIR B.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320002'>Oficina Virtual</a></p>;;ECYL;1179297707000;Villagonzalo Pedernales;42.301407;-3.7365916;09;1285321346235;2023-10-05;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285321346235/Empleo;42.3014069990608, -3.7365916
Veterinario (Países Bajos);Otra;2023-10-04;"<p><strong>Employer</strong>: Flexvet<br /><br /><strong>Address</strong>: Bouwstraat 5, 7483 PE Haaksbergen <br /><br /><strong>Work Place</strong>: Various locaons in the Netherlands</p>
<p style='text-align: justify;'><strong>Information about the employer</strong>:</p>
<p style='text-align: justify;'>The Dutch Food and Consumer Product Safety Authority is looking for international vets who would like to change their life and start a career as a government vet in the Netherlands.</p>
<p style='text-align: justify;'><strong>Information about the position</strong>:</p>
<p style='text-align: justify;'>As a supervising veterinarian (practitioner) you will monitor food safety and animal welfare. This includes ensuring compliance in abatoirs, animal transport, import and export certification of products with animal origin. You will supervise with an emphasis on procedural supervision and enforcement, taking appropriate measures where necessary. You will also advise on the implementation of laws and regulations.<br />Depending on workload you will be deployed to small, medium, and large abattoirs (red meat and/or <br />poultry). You will also visit primary companies, export collection centers and cold stores.</p>
<p style='text-align: justify;'><strong>Requirements:</strong></p>
<ul>
<li>You are a legally qualified veterinarian and your diploma is recognized by the Dutch</li>
<li>Veterinary Register, in compliance with the relevant European Directive;</li>
<li>You speak and write English fluently;</li>
<li>You have excellent wri'en and verbal communication skills, and the ability to quickly learn spoken and wri'en Dutch.;</li>
<li>You display strong business acumen; you prioritize effectively and make decisions quickly when necessary;</li>
<li>You are self-confident and perform well under pressure;</li>
<li>You have a valid driving license;</li>
<li>You are willing to move to the Netherlands.</li>
</ul>
<p style='text-align: justify;'><strong>The company offers:</strong></p>
<ul>
<li>An excellent salary between 4000,- and 6000,- Euro based on 30 hours/week and secondary terms of employment;</li>
<li>A contract for a year with the possibility of extension (to a permanent employment);</li>
<li>Dutch language course;</li>
<li>Training (partly on the job) with our client;</li>
<li>Support at housing;</li>
<li>Support at mandatory registration in Dutch veterinary register (CIBG</li>
</ul>
<p style='text-align: justify;'> </p><p><strong>Información obtenida de: </strong>EURES. <a href='http://www.sepe.es/redEURES' target='_blank'>http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.sepe.es/HomeSepe/Personas/encontrar-trabajo/empleo-europa/Ofertas-empleo-destacadas-informacion-paises/empleo-holanda.html' target='_blank'>Más ofertas en Países Bajos</a></li><li><a href='https://servicios3.jcyl.es/enbo/siau/contenido/cFJydDBKajJNZjFUSVRLSmpMKzVYYlk2QkMrVHVla2dNdHZ4d1lxbW9yTT0%3D' target='_blank'>Información completa de la oferta.</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/aTIvRW8zc3c5aGpic0hPQk1pSnNkRVBKZFFYbnpyOW5URmU2T3VCUEp0MD0%3D/EMPLEO-EURES/99745' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";Europa;Red EURES;;;;;;1285320900001;2023-10-04;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285320900001/Empleo;
Estabilización de empleo temporal en Ayto. de Trescasas (Segovia);Segovia;2023-10-02;"<p><strong>Convoca: </strong>Ayuntamiento de Trescasas<br /><br /><strong>Cuerpo: </strong>VARIOS</p>
<p><strong>Plazas:</strong> 6</p>
<p><strong>Acceso: </strong>Concurso de méritos o Concurso-Oposición. Consulte Bases</p>
<p><strong>Titulación:</strong> Específica para cada cuerpo y especialidad. Consulte Bases<br /><br /><strong>Plazo:</strong> Hasta el 30 de octubre de 2023</p>
<p><strong>Observaciones: </strong>Proceso extraordinario de estabilización de empleo temporal.</p>
<p><strong>Plazas convocadas:</strong> Auxiliar de Biblioteca (1), Educador/a Infantil (2), Limpiador/a (2), Operario/a de Servicios Múltiples (1)</p><p><strong>Información obtenida de: </strong>Empleo público. BOP Segovia 20/09/2023; BOCYL 20/09/2023; BOE 30/09/2023</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.boe.es/boe/dias/2023/09/30/pdfs/BOE-A-2023-20364.pdf' target='_blank'>Anuncio BOE 30/09/23</a></li><li><a href='https://bocyl.jcyl.es/boletin.do?fechaBoletin=20/09/2023' target='_blank'>Consulta las bases en bocyl 20/09/23</a></li></ul></p>";;Organismo oficial;1179298571410;Trescasas;40.95971;-4.037161;40;1285320067393;2023-10-02;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285320067393/Empleo;40.959709999065915, -4.037161
FISIOTERAPEUTAS, EN GENERAL;León;2023-10-02;<p>oferta nº 18846 FISIOTERAPEUTA para Residencia de Mayores en VILLAQUILAMBRE. Cto.indefinido, jornada parcial. se requiere DIPLOMATURA O GRADO EN FISIOTERAPIA. Interesados/as llamar a la Of. Empleo Serna tfn:987215200</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=319764'>Oficina Virtual</a></p>;;ECYL;1179298023568;Villaquilambre;42.641293;-5.557725;24;1285320054686;2023-10-02;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285320054686/Empleo;42.64129299905983, -5.5577250000000005
